top,bottom,outer,weather,rating
dress,skirt,sweater,rain,3
dress,none,sweater,rain,3
dress,cargo,blazer,rain,3
t-shirt,shorts,hoodie,snow,3
t-shirt,none,coat,thunderstorm,3
t-shirt,none,none,clear,3
shirt,jeans,blazer,thunderstorm,3
shirt,shorts,jacket,thunderstorm,3
shirt,jogger,hoodie,windy,3
shirt,jeans,jacket,snow,3
shirt,jogger,coat,snow,3
dress,jogger,coat,clouds,3
dress,none,jacket,clear,3
dress,cargo,none,clear,3
t-shirt,shorts,jacket,rain,3
dress,none,blazer,clear,3
t-shirt,legging,coat,rain,3
t-shirt,jeans,hoodie,thunderstorm,3
dress,trousers,blazer,snow,3
dress,jogger,blazer,snow,3
t-shirt,skirt,jacket,thunderstorm,3
t-shirt,jeans,jacket,snow,3
t-shirt,shorts,blazer,clouds,3
t-shirt,cargo,none,thunderstorm,3
t-shirt,cargo,blazer,clouds,3
dress,shorts,coat,windy,3
dress,legging,sweater,thunderstorm,3
t-shirt,shorts,coat,rain,3
t-shirt,skirt,jacket,clear,3
dress,trousers,sweater,clouds,3
dress,shorts,blazer,thunderstorm,3
dress,trousers,sweater,rain,3
t-shirt,trousers,coat,thunderstorm,3
t-shirt,cargo,none,thunderstorm,3
dress,skirt,hoodie,thunderstorm,3
dress,legging,hoodie,rain,3
shirt,cargo,coat,clouds,3
dress,none,coat,clear,3
shirt,trousers,jacket,thunderstorm,3
t-shirt,jogger,coat,clouds,3
t-shirt,skirt,sweater,rain,3
dress,jogger,coat,rain,3
dress,cargo,none,windy,3
t-shirt,trousers,none,clouds,3
t-shirt,jogger,jacket,thunderstorm,3
dress,legging,blazer,clouds,3
t-shirt,cargo,none,clear,3
t-shirt,legging,coat,rain,3
dress,shorts,sweater,rain,3
dress,cargo,sweater,snow,3
dress,trousers,none,thunderstorm,3
dress,skirt,coat,rain,3
shirt,skirt,sweater,windy,3
t-shirt,trousers,sweater,clouds,3
t-shirt,none,coat,thunderstorm,3
dress,cargo,coat,snow,3
dress,none,coat,windy,3
t-shirt,legging,hoodie,clear,3
dress,none,blazer,snow,3
shirt,legging,blazer,windy,3
dress,trousers,coat,thunderstorm,3
t-shirt,legging,sweater,clear,3
shirt,shorts,hoodie,snow,3
dress,legging,coat,clouds,3
dress,legging,none,clear,3
dress,jogger,blazer,thunderstorm,3
shirt,jeans,blazer,clear,3
dress,skirt,sweater,clear,3
shirt,legging,sweater,clouds,3
dress,none,coat,snow,3
t-shirt,shorts,blazer,clear,3
shirt,legging,sweater,clear,3
t-shirt,none,coat,clouds,3
dress,shorts,sweater,rain,3
shirt,trousers,hoodie,windy,3
dress,legging,sweater,clouds,3
t-shirt,none,sweater,clear,3
shirt,jogger,blazer,thunderstorm,3
shirt,trousers,coat,thunderstorm,3
dress,skirt,sweater,thunderstorm,3
dress,none,none,windy,3
shirt,skirt,sweater,rain,3
shirt,shorts,jacket,clouds,3
shirt,jogger,sweater,windy,3
dress,jogger,hoodie,thunderstorm,3
t-shirt,legging,sweater,clouds,3
t-shirt,cargo,none,thunderstorm,3
shirt,shorts,coat,thunderstorm,3
dress,legging,hoodie,clouds,3
dress,jogger,none,thunderstorm,3
dress,jeans,sweater,snow,3
dress,shorts,blazer,snow,3
t-shirt,jeans,sweater,clouds,3
t-shirt,jeans,blazer,thunderstorm,3
dress,cargo,coat,thunderstorm,3
t-shirt,skirt,jacket,thunderstorm,3
t-shirt,cargo,jacket,snow,3
dress,jogger,none,thunderstorm,3
t-shirt,cargo,jacket,snow,3
dress,jeans,blazer,thunderstorm,3
shirt,jogger,hoodie,thunderstorm,3
dress,trousers,sweater,clear,3
t-shirt,legging,sweater,rain,3
t-shirt,jogger,none,windy,3
t-shirt,trousers,sweater,clouds,3
t-shirt,shorts,jacket,clouds,3
t-shirt,shorts,sweater,snow,3
dress,cargo,hoodie,rain,3
shirt,legging,sweater,rain,3
dress,jogger,blazer,thunderstorm,3
t-shirt,skirt,blazer,clear,3
t-shirt,shorts,coat,thunderstorm,3
t-shirt,none,none,clouds,3
dress,trousers,sweater,clear,3
dress,jogger,coat,thunderstorm,3
dress,legging,hoodie,thunderstorm,3
shirt,cargo,sweater,snow,3
t-shirt,shorts,sweater,rain,3
dress,shorts,hoodie,thunderstorm,3
dress,shorts,none,windy,3
dress,shorts,hoodie,rain,3
shirt,none,coat,snow,3
dress,cargo,jacket,thunderstorm,3
t-shirt,legging,hoodie,rain,3
shirt,jeans,blazer,clear,3
dress,jogger,blazer,thunderstorm,3
t-shirt,legging,sweater,thunderstorm,3
dress,jogger,blazer,thunderstorm,3
shirt,legging,blazer,rain,3
shirt,trousers,blazer,rain,3
shirt,trousers,blazer,rain,3
t-shirt,none,coat,snow,3
dress,cargo,coat,clear,3
shirt,cargo,blazer,thunderstorm,3
dress,shorts,none,thunderstorm,3
shirt,legging,blazer,clear,3
t-shirt,skirt,hoodie,snow,3
t-shirt,cargo,blazer,clouds,3
t-shirt,shorts,sweater,windy,3
shirt,jogger,coat,clouds,3
dress,jogger,hoodie,clouds,3
dress,trousers,coat,thunderstorm,3
t-shirt,legging,sweater,snow,3
t-shirt,skirt,hoodie,thunderstorm,3
shirt,trousers,hoodie,clouds,3
t-shirt,none,blazer,rain,3
dress,cargo,sweater,rain,3
dress,legging,hoodie,thunderstorm,3
dress,none,coat,windy,3
t-shirt,legging,blazer,windy,3
dress,trousers,sweater,thunderstorm,3
dress,jeans,blazer,thunderstorm,3
t-shirt,skirt,none,clouds,3
dress,jogger,jacket,snow,3
t-shirt,cargo,none,clouds,3
shirt,jogger,jacket,rain,3
t-shirt,none,hoodie,rain,3
dress,shorts,blazer,thunderstorm,3
shirt,jogger,sweater,clear,3
dress,skirt,blazer,clouds,3
t-shirt,jogger,blazer,windy,3
t-shirt,skirt,jacket,thunderstorm,3
t-shirt,legging,hoodie,thunderstorm,3
shirt,cargo,jacket,thunderstorm,3
shirt,none,jacket,rain,3
dress,skirt,hoodie,windy,3
dress,none,jacket,clear,3
shirt,legging,jacket,clouds,3
t-shirt,none,coat,clear,3
t-shirt,jogger,sweater,snow,3
dress,shorts,none,windy,3
shirt,none,sweater,thunderstorm,3
shirt,skirt,blazer,clear,3
dress,shorts,jacket,rain,3
shirt,jeans,blazer,snow,3
dress,jogger,sweater,windy,3
dress,legging,jacket,clouds,3
t-shirt,skirt,hoodie,clear,3
t-shirt,skirt,coat,clouds,3
shirt,skirt,blazer,clear,3
dress,skirt,blazer,clouds,3
t-shirt,shorts,jacket,rain,3
t-shirt,cargo,jacket,rain,3
t-shirt,jogger,blazer,snow,3
shirt,jogger,sweater,windy,3
dress,jeans,coat,clouds,3
dress,none,hoodie,windy,3
t-shirt,jeans,blazer,thunderstorm,3
dress,shorts,none,thunderstorm,3
dress,none,coat,windy,3
dress,legging,hoodie,windy,3
shirt,jogger,blazer,rain,3
shirt,jeans,blazer,snow,3
shirt,skirt,sweater,windy,3
t-shirt,cargo,coat,thunderstorm,3
dress,trousers,blazer,windy,3
dress,shorts,none,windy,3
dress,shorts,hoodie,thunderstorm,3
dress,legging,hoodie,snow,3
dress,skirt,none,thunderstorm,3
t-shirt,shorts,none,clouds,3
shirt,legging,sweater,rain,3
shirt,cargo,coat,snow,3
dress,jogger,jacket,thunderstorm,3
t-shirt,skirt,hoodie,thunderstorm,3
t-shirt,trousers,none,thunderstorm,3
dress,legging,sweater,clouds,3
dress,shorts,hoodie,rain,3
dress,legging,blazer,clear,3
dress,shorts,hoodie,rain,3
dress,jogger,blazer,thunderstorm,3
shirt,skirt,coat,clouds,3
t-shirt,none,blazer,rain,3
shirt,trousers,coat,rain,3
dress,none,sweater,rain,3
shirt,jogger,none,thunderstorm,3
dress,jeans,hoodie,clouds,3
dress,legging,blazer,clouds,3
t-shirt,cargo,none,thunderstorm,3
shirt,jogger,coat,windy,3
shirt,cargo,coat,snow,3
shirt,skirt,sweater,rain,3
shirt,trousers,sweater,clouds,3
dress,jogger,coat,windy,3
dress,shorts,blazer,thunderstorm,3
t-shirt,jogger,jacket,thunderstorm,3
dress,skirt,coat,clear,3
t-shirt,trousers,sweater,clouds,3
dress,none,jacket,thunderstorm,3
t-shirt,skirt,jacket,thunderstorm,3
t-shirt,trousers,coat,clouds,3
shirt,trousers,sweater,rain,3
shirt,shorts,blazer,rain,3
dress,legging,sweater,rain,3
shirt,jeans,none,clouds,3
dress,jeans,jacket,clouds,3
dress,none,coat,snow,3
shirt,jeans,blazer,clouds,3
dress,legging,hoodie,clouds,3
t-shirt,trousers,none,thunderstorm,3
shirt,skirt,sweater,rain,3
t-shirt,none,coat,clouds,3
dress,legging,coat,clouds,3
t-shirt,none,sweater,clouds,3
dress,legging,sweater,clear,3
shirt,jogger,none,thunderstorm,3
dress,trousers,none,clear,3
t-shirt,none,jacket,rain,3
t-shirt,shorts,sweater,clouds,3
t-shirt,legging,hoodie,thunderstorm,3
dress,trousers,blazer,clear,3
dress,shorts,jacket,windy,3
t-shirt,jeans,none,windy,3
t-shirt,shorts,blazer,thunderstorm,3
dress,legging,sweater,thunderstorm,3
dress,jeans,hoodie,windy,3
t-shirt,none,none,thunderstorm,3
dress,jogger,jacket,snow,3
dress,shorts,sweater,rain,3
shirt,shorts,jacket,thunderstorm,3
dress,none,blazer,snow,3
t-shirt,skirt,sweater,rain,3
shirt,shorts,coat,thunderstorm,3
t-shirt,trousers,jacket,snow,3
t-shirt,none,none,windy,3
t-shirt,shorts,jacket,clouds,3
dress,trousers,hoodie,windy,3
t-shirt,none,jacket,rain,3
dress,trousers,blazer,clouds,3
dress,trousers,blazer,snow,3
dress,trousers,sweater,windy,3
dress,trousers,hoodie,clouds,3
dress,legging,coat,thunderstorm,3
dress,jeans,sweater,windy,3
shirt,cargo,coat,rain,3
dress,legging,jacket,clear,3
dress,legging,jacket,clouds,3
t-shirt,none,none,clouds,3
shirt,cargo,blazer,snow,3
dress,jeans,jacket,rain,3
shirt,legging,coat,thunderstorm,3
dress,legging,sweater,clouds,3
t-shirt,none,sweater,clear,3
dress,shorts,hoodie,clouds,3
t-shirt,shorts,blazer,windy,3
dress,skirt,coat,clear,3
t-shirt,trousers,jacket,clouds,3
shirt,cargo,coat,thunderstorm,3
dress,jeans,blazer,windy,3
dress,none,hoodie,windy,3
t-shirt,legging,sweater,clouds,3
dress,trousers,blazer,windy,3
t-shirt,skirt,jacket,thunderstorm,3
t-shirt,shorts,none,clear,3
dress,trousers,coat,thunderstorm,3
dress,shorts,hoodie,windy,3
t-shirt,jogger,sweater,snow,3
dress,jogger,sweater,windy,3
shirt,jogger,none,thunderstorm,3
t-shirt,jeans,hoodie,windy,3
t-shirt,jeans,coat,thunderstorm,3
t-shirt,shorts,jacket,clouds,3
t-shirt,jogger,sweater,clear,3
shirt,cargo,none,clear,3
shirt,cargo,coat,clear,3
shirt,skirt,none,clear,3
shirt,legging,sweater,thunderstorm,3
dress,jeans,sweater,thunderstorm,3
dress,cargo,sweater,snow,3
shirt,none,sweater,windy,3
dress,cargo,sweater,snow,3
shirt,none,none,thunderstorm,3
t-shirt,none,hoodie,snow,3
t-shirt,shorts,none,clouds,3
dress,shorts,blazer,thunderstorm,3
t-shirt,none,jacket,snow,3
t-shirt,legging,none,clear,3
t-shirt,jeans,hoodie,thunderstorm,3
shirt,legging,coat,clear,3
t-shirt,cargo,coat,thunderstorm,3
shirt,legging,blazer,thunderstorm,3
shirt,legging,jacket,thunderstorm,3
dress,jogger,sweater,rain,3
dress,trousers,sweater,clear,3
t-shirt,legging,coat,clear,3
dress,none,coat,windy,3
t-shirt,skirt,hoodie,snow,3
dress,trousers,blazer,windy,3
shirt,legging,jacket,clouds,3
t-shirt,trousers,blazer,windy,3
dress,cargo,coat,clear,3
dress,jeans,blazer,windy,3
dress,jogger,sweater,clear,3
shirt,shorts,hoodie,snow,3
dress,trousers,none,thunderstorm,3
t-shirt,shorts,blazer,thunderstorm,3
shirt,shorts,coat,clouds,3
dress,cargo,sweater,windy,3
shirt,none,jacket,clear,3
shirt,none,blazer,snow,3
t-shirt,none,jacket,clouds,3
t-shirt,legging,hoodie,rain,3
t-shirt,jeans,none,windy,3
t-shirt,jeans,blazer,thunderstorm,3
shirt,jeans,hoodie,clouds,3
shirt,none,none,windy,3
dress,legging,blazer,clear,3
shirt,none,blazer,clouds,3
shirt,trousers,jacket,rain,3
dress,none,hoodie,windy,3
shirt,trousers,sweater,clear,3
shirt,trousers,sweater,clear,3
t-shirt,skirt,none,clouds,3
dress,cargo,coat,clear,3
t-shirt,legging,hoodie,rain,3
shirt,legging,coat,clear,3
shirt,jeans,blazer,clear,3
t-shirt,jogger,blazer,clouds,3
t-shirt,legging,blazer,thunderstorm,3
dress,trousers,sweater,thunderstorm,3
dress,jogger,coat,thunderstorm,3
shirt,jogger,coat,thunderstorm,3
dress,cargo,sweater,windy,3
t-shirt,legging,coat,clear,3
dress,jeans,blazer,windy,3
shirt,jeans,coat,windy,3
shirt,jogger,jacket,rain,3
dress,skirt,jacket,clouds,3
shirt,none,none,windy,3
t-shirt,none,blazer,rain,3
dress,none,jacket,thunderstorm,3
dress,none,hoodie,windy,3
dress,trousers,jacket,windy,3
shirt,legging,blazer,windy,3
dress,jeans,coat,thunderstorm,3
t-shirt,trousers,coat,thunderstorm,3
t-shirt,shorts,jacket,clouds,3
t-shirt,trousers,jacket,rain,3
shirt,none,none,thunderstorm,3
shirt,none,sweater,rain,3
dress,cargo,coat,rain,3
dress,skirt,hoodie,rain,3
dress,skirt,sweater,windy,3
shirt,shorts,blazer,clouds,3
t-shirt,jeans,hoodie,snow,3
t-shirt,skirt,jacket,snow,3
t-shirt,jogger,jacket,clouds,3
t-shirt,shorts,jacket,clouds,3
dress,none,none,clear,3
t-shirt,shorts,sweater,windy,3
t-shirt,jeans,blazer,snow,3
shirt,legging,blazer,windy,3
t-shirt,shorts,jacket,clouds,3
shirt,shorts,blazer,clear,3
shirt,cargo,jacket,rain,3
t-shirt,trousers,blazer,windy,3
dress,skirt,sweater,clear,3
dress,none,coat,clouds,3
t-shirt,cargo,sweater,clear,3
shirt,jeans,blazer,thunderstorm,3
dress,trousers,jacket,snow,3
t-shirt,legging,hoodie,clouds,3
t-shirt,trousers,coat,snow,3
t-shirt,cargo,blazer,windy,3
dress,cargo,none,clouds,3
dress,skirt,coat,clear,3
shirt,jeans,none,clouds,3
shirt,none,hoodie,clear,3
t-shirt,legging,jacket,thunderstorm,3
shirt,cargo,coat,rain,3
shirt,none,sweater,windy,3
shirt,skirt,coat,rain,3
dress,skirt,none,thunderstorm,3
dress,legging,hoodie,clouds,3
shirt,legging,coat,rain,3
t-shirt,shorts,jacket,clouds,3
shirt,jeans,none,windy,3
t-shirt,jeans,coat,snow,3
shirt,none,jacket,clouds,3
shirt,trousers,coat,snow,3
dress,shorts,sweater,clouds,3
t-shirt,skirt,jacket,clouds,3
dress,shorts,blazer,clouds,3
dress,skirt,sweater,thunderstorm,3
dress,trousers,sweater,clear,3
dress,skirt,sweater,clear,3
dress,trousers,sweater,clouds,3
shirt,cargo,coat,snow,3
t-shirt,none,coat,clouds,3
t-shirt,none,coat,rain,3
shirt,none,jacket,clouds,3
t-shirt,trousers,coat,thunderstorm,3
t-shirt,legging,sweater,windy,3
dress,skirt,hoodie,thunderstorm,3
dress,skirt,coat,rain,3
shirt,jogger,coat,windy,3
t-shirt,skirt,coat,clouds,3
dress,none,jacket,clear,3
dress,shorts,jacket,snow,3
dress,skirt,jacket,thunderstorm,3
dress,shorts,hoodie,windy,3
dress,none,blazer,thunderstorm,3
shirt,trousers,jacket,thunderstorm,3
shirt,none,jacket,clouds,3
t-shirt,jogger,hoodie,rain,3
t-shirt,cargo,none,clear,3
dress,none,jacket,windy,3
dress,jogger,sweater,clouds,3
dress,jogger,none,thunderstorm,3
t-shirt,trousers,hoodie,rain,3
shirt,trousers,coat,thunderstorm,3
t-shirt,cargo,none,clouds,3
dress,jogger,none,thunderstorm,3
t-shirt,none,coat,clear,3
shirt,cargo,hoodie,thunderstorm,3
dress,none,blazer,thunderstorm,3
t-shirt,jeans,jacket,clouds,3
t-shirt,legging,sweater,windy,3
shirt,legging,jacket,snow,3
dress,none,sweater,rain,3
shirt,none,none,thunderstorm,3
t-shirt,cargo,coat,windy,3
dress,shorts,hoodie,thunderstorm,3
shirt,shorts,hoodie,clouds,3
shirt,none,none,clouds,3
dress,shorts,hoodie,rain,3
dress,skirt,hoodie,windy,3
dress,trousers,none,clear,3
dress,cargo,blazer,rain,3
shirt,none,blazer,clear,3
dress,none,sweater,clear,3
dress,cargo,blazer,clouds,3
t-shirt,jogger,coat,snow,3
dress,legging,sweater,clear,3
dress,skirt,blazer,clouds,3
shirt,jogger,coat,snow,3
t-shirt,skirt,blazer,clouds,3
shirt,legging,sweater,thunderstorm,3
shirt,jeans,coat,clouds,3
t-shirt,trousers,jacket,windy,3
shirt,none,hoodie,rain,3
t-shirt,skirt,blazer,clouds,3
shirt,cargo,blazer,rain,3
t-shirt,jogger,blazer,rain,3
shirt,legging,blazer,rain,3
shirt,none,hoodie,clear,3
t-shirt,trousers,sweater,clouds,3
dress,legging,jacket,thunderstorm,3
shirt,shorts,coat,rain,3
dress,legging,sweater,clouds,3
shirt,none,coat,snow,3
dress,trousers,sweater,rain,3
t-shirt,legging,sweater,clouds,3
shirt,legging,jacket,thunderstorm,3
t-shirt,skirt,hoodie,snow,3
t-shirt,none,jacket,snow,3
dress,trousers,sweater,thunderstorm,3
t-shirt,none,jacket,clouds,3
dress,none,coat,windy,3
dress,shorts,hoodie,thunderstorm,3
shirt,cargo,jacket,rain,3
shirt,trousers,none,clouds,3
dress,skirt,hoodie,snow,3
shirt,none,hoodie,thunderstorm,3
dress,jogger,blazer,rain,3
t-shirt,cargo,hoodie,clear,3
t-shirt,legging,jacket,rain,3
shirt,trousers,blazer,rain,3
t-shirt,trousers,jacket,thunderstorm,4
t-shirt,skirt,jacket,rain,4
t-shirt,none,coat,snow,4
dress,skirt,coat,clear,4
t-shirt,jeans,blazer,rain,4
t-shirt,trousers,blazer,windy,4
shirt,trousers,hoodie,windy,4
shirt,legging,sweater,clear,4
shirt,none,jacket,thunderstorm,4
t-shirt,none,none,clouds,4
dress,cargo,none,clouds,4
shirt,legging,sweater,snow,4
t-shirt,cargo,hoodie,windy,4
t-shirt,none,jacket,windy,4
t-shirt,cargo,coat,rain,4
t-shirt,none,sweater,snow,4
t-shirt,cargo,hoodie,thunderstorm,4
t-shirt,cargo,none,windy,4
t-shirt,jogger,sweater,rain,4
shirt,legging,hoodie,clouds,4
t-shirt,cargo,hoodie,clear,4
t-shirt,shorts,jacket,clear,4
t-shirt,legging,coat,clouds,4
dress,skirt,hoodie,thunderstorm,4
shirt,jeans,coat,rain,4
dress,trousers,coat,snow,4
shirt,none,sweater,windy,4
shirt,none,hoodie,clouds,4
t-shirt,skirt,hoodie,windy,4
dress,jogger,blazer,clear,4
shirt,legging,jacket,snow,4
shirt,jeans,blazer,clouds,4
t-shirt,shorts,jacket,snow,4
t-shirt,skirt,jacket,clouds,4
shirt,jogger,blazer,clear,4
t-shirt,none,coat,thunderstorm,4
dress,jogger,none,windy,4
t-shirt,legging,sweater,clear,4
dress,shorts,coat,snow,4
t-shirt,jogger,blazer,clear,4
t-shirt,shorts,blazer,clouds,4
t-shirt,shorts,sweater,snow,4
dress,cargo,none,clouds,4
dress,trousers,none,clear,4
dress,cargo,none,clouds,4
shirt,none,jacket,clouds,4
dress,jeans,jacket,windy,4
shirt,jeans,jacket,snow,4
t-shirt,jogger,blazer,clouds,4
t-shirt,legging,jacket,windy,4
t-shirt,jogger,sweater,rain,4
shirt,shorts,jacket,clear,4
shirt,jeans,none,windy,4
t-shirt,jogger,coat,windy,4
dress,jogger,sweater,windy,4
t-shirt,legging,hoodie,snow,4
dress,jogger,none,clouds,4
t-shirt,trousers,jacket,clouds,4
t-shirt,shorts,blazer,windy,4
dress,cargo,jacket,clouds,4
shirt,legging,none,thunderstorm,4
t-shirt,legging,blazer,windy,4
dress,legging,sweater,thunderstorm,4
dress,trousers,sweater,clouds,4
shirt,jeans,hoodie,windy,4
t-shirt,cargo,hoodie,windy,4
shirt,jeans,sweater,windy,4
dress,jeans,jacket,rain,4
t-shirt,cargo,jacket,rain,4
dress,trousers,coat,snow,4
shirt,cargo,sweater,rain,4
dress,legging,none,windy,4
t-shirt,legging,hoodie,snow,4
dress,jeans,blazer,snow,4
dress,cargo,jacket,clear,4
dress,shorts,sweater,clear,4
t-shirt,skirt,none,thunderstorm,4
shirt,skirt,sweater,thunderstorm,4
shirt,cargo,sweater,rain,4
t-shirt,none,coat,thunderstorm,4
dress,jogger,hoodie,snow,4
dress,jeans,none,thunderstorm,4
shirt,jeans,none,clear,4
t-shirt,cargo,hoodie,clouds,4
t-shirt,shorts,blazer,windy,4
t-shirt,skirt,jacket,thunderstorm,4
t-shirt,jogger,coat,snow,4
dress,cargo,blazer,clouds,4
dress,shorts,coat,clear,4
t-shirt,cargo,hoodie,snow,4
dress,cargo,sweater,clear,4
t-shirt,cargo,jacket,snow,4
t-shirt,shorts,none,clear,4
shirt,shorts,blazer,rain,4
dress,skirt,coat,clear,4
t-shirt,jeans,hoodie,clouds,4
shirt,cargo,hoodie,clouds,4
dress,trousers,coat,thunderstorm,4
dress,shorts,coat,rain,4
t-shirt,skirt,jacket,windy,4
t-shirt,jogger,jacket,clear,4
shirt,cargo,jacket,clouds,4
dress,skirt,hoodie,snow,4
t-shirt,cargo,none,clouds,4
dress,legging,jacket,snow,4
t-shirt,trousers,coat,clear,4
dress,trousers,jacket,windy,4
t-shirt,none,sweater,snow,4
t-shirt,skirt,blazer,snow,4
shirt,jogger,sweater,thunderstorm,4
dress,trousers,none,clouds,4
t-shirt,shorts,sweater,clouds,4
shirt,shorts,none,clear,4
dress,none,coat,thunderstorm,4
shirt,none,blazer,clear,4
dress,jeans,jacket,windy,4
t-shirt,trousers,blazer,clear,4
shirt,skirt,sweater,windy,4
shirt,skirt,sweater,snow,4
shirt,jeans,none,clouds,4
t-shirt,trousers,hoodie,windy,4
shirt,none,blazer,rain,4
shirt,skirt,coat,clouds,4
t-shirt,jeans,jacket,clear,4
dress,shorts,jacket,thunderstorm,4
t-shirt,jeans,sweater,snow,4
t-shirt,legging,none,clear,4
shirt,skirt,none,windy,4
shirt,cargo,jacket,clear,4
shirt,shorts,jacket,windy,4
shirt,shorts,none,windy,4
shirt,jeans,coat,clouds,4
t-shirt,jeans,coat,snow,4
t-shirt,trousers,hoodie,clear,4
shirt,jeans,hoodie,rain,4
dress,legging,coat,clouds,4
shirt,jeans,sweater,thunderstorm,4
t-shirt,shorts,hoodie,clouds,4
shirt,jeans,hoodie,thunderstorm,4
t-shirt,jogger,sweater,clouds,4
dress,skirt,blazer,windy,4
t-shirt,none,coat,snow,4
t-shirt,shorts,blazer,snow,4
dress,skirt,jacket,windy,4
dress,trousers,hoodie,clouds,4
dress,shorts,jacket,snow,4
dress,cargo,jacket,rain,4
t-shirt,skirt,jacket,thunderstorm,4
shirt,cargo,hoodie,clouds,4
dress,none,blazer,windy,4
t-shirt,trousers,sweater,rain,4
shirt,jogger,sweater,thunderstorm,4
shirt,jeans,hoodie,thunderstorm,4
t-shirt,skirt,hoodie,rain,4
dress,jogger,sweater,thunderstorm,4
t-shirt,cargo,none,thunderstorm,4
t-shirt,legging,coat,clouds,4
shirt,shorts,hoodie,snow,4
dress,legging,hoodie,clear,4
shirt,none,blazer,clouds,4
t-shirt,legging,jacket,snow,4
shirt,none,coat,clear,4
shirt,shorts,coat,snow,4
dress,legging,hoodie,rain,4
dress,jogger,sweater,windy,4
dress,jeans,jacket,thunderstorm,4
t-shirt,trousers,blazer,clear,4
dress,skirt,hoodie,clear,4
dress,cargo,sweater,clouds,4
shirt,jeans,sweater,clear,4
t-shirt,jogger,hoodie,rain,4
t-shirt,trousers,none,clouds,4
shirt,cargo,jacket,clear,4
shirt,none,blazer,rain,4
dress,legging,sweater,rain,4
dress,jeans,blazer,thunderstorm,4
t-shirt,legging,sweater,clouds,4
t-shirt,jeans,blazer,rain,4
t-shirt,trousers,none,clouds,4
t-shirt,shorts,sweater,windy,4
t-shirt,none,jacket,clear,4
dress,skirt,blazer,snow,4
dress,none,none,windy,4
t-shirt,none,sweater,snow,4
dress,skirt,blazer,windy,4
dress,skirt,hoodie,clouds,4
dress,jeans,sweater,thunderstorm,4
t-shirt,cargo,none,clouds,4
shirt,jeans,coat,clouds,4
dress,shorts,coat,clear,4
shirt,jeans,sweater,windy,4
shirt,jeans,hoodie,clear,4
dress,jogger,sweater,clear,4
t-shirt,skirt,none,thunderstorm,4
dress,trousers,jacket,windy,4
shirt,none,coat,snow,4
t-shirt,shorts,sweater,snow,4
shirt,jeans,coat,thunderstorm,4
shirt,legging,coat,rain,4
dress,cargo,coat,rain,4
shirt,jeans,blazer,snow,4
shirt,trousers,blazer,rain,4
shirt,jogger,hoodie,thunderstorm,4
dress,jogger,coat,windy,4
shirt,jeans,jacket,rain,4
t-shirt,trousers,blazer,clouds,4
dress,trousers,hoodie,clouds,4
dress,jogger,hoodie,snow,4
dress,trousers,hoodie,snow,4
dress,jogger,hoodie,rain,4
shirt,legging,none,clouds,4
shirt,jeans,coat,thunderstorm,4
shirt,cargo,coat,clouds,4
dress,skirt,jacket,windy,4
t-shirt,jogger,coat,clouds,4
shirt,skirt,jacket,snow,4
shirt,skirt,sweater,snow,4
shirt,none,sweater,snow,4
shirt,shorts,sweater,snow,4
shirt,cargo,blazer,clouds,4
dress,legging,sweater,rain,4
dress,skirt,hoodie,clear,4
t-shirt,jogger,none,thunderstorm,4
t-shirt,skirt,hoodie,clear,4
t-shirt,none,sweater,clear,4
t-shirt,shorts,coat,rain,4
shirt,shorts,sweater,snow,4
shirt,none,blazer,rain,4
t-shirt,skirt,none,thunderstorm,4
dress,jogger,none,clear,4
shirt,legging,jacket,snow,4
t-shirt,cargo,sweater,clouds,4
dress,cargo,blazer,windy,4
shirt,legging,coat,thunderstorm,4
shirt,skirt,hoodie,clear,4
t-shirt,legging,none,windy,4
shirt,jeans,coat,thunderstorm,4
dress,trousers,jacket,clear,4
shirt,skirt,sweater,thunderstorm,4
shirt,none,coat,thunderstorm,4
t-shirt,cargo,none,clouds,4
dress,cargo,blazer,clouds,4
t-shirt,cargo,hoodie,rain,4
shirt,none,coat,clear,4
t-shirt,skirt,blazer,clear,4
shirt,jogger,hoodie,snow,4
dress,legging,coat,rain,4
dress,skirt,blazer,snow,4
t-shirt,jogger,blazer,windy,4
t-shirt,none,blazer,clouds,4
t-shirt,skirt,hoodie,rain,4
shirt,jeans,coat,clouds,4
t-shirt,jeans,coat,rain,4
t-shirt,shorts,none,windy,4
t-shirt,jeans,sweater,clear,4
shirt,jeans,blazer,windy,4
t-shirt,skirt,none,clouds,4
t-shirt,jogger,coat,snow,4
t-shirt,jogger,jacket,windy,4
t-shirt,legging,jacket,windy,4
shirt,jogger,jacket,rain,4
dress,jeans,blazer,windy,4
dress,shorts,sweater,rain,4
t-shirt,shorts,sweater,clear,4
t-shirt,jeans,hoodie,snow,4
dress,none,hoodie,thunderstorm,4
shirt,skirt,jacket,windy,4
dress,trousers,jacket,windy,4
shirt,cargo,hoodie,clouds,4
dress,shorts,sweater,snow,4
dress,trousers,sweater,clouds,4
t-shirt,skirt,none,clouds,4
shirt,trousers,coat,rain,4
dress,legging,sweater,thunderstorm,4
dress,jogger,sweater,windy,4
t-shirt,jogger,sweater,thunderstorm,4
shirt,legging,hoodie,rain,4
t-shirt,none,hoodie,rain,4
shirt,cargo,jacket,clouds,4
t-shirt,none,sweater,snow,4
shirt,shorts,hoodie,snow,4
dress,cargo,hoodie,clear,4
dress,shorts,blazer,clear,4
shirt,none,coat,snow,4
