top,bottom,outer,styleTop,styleBottom,styleOuter,styleUser,userLike
shirt,trousers,jacket,formal,streetwear,streetwear,casual,0
t-shirt,jeans,jacket,vintage,streetwear,sporty,vintage,0
t-shirt,jeans,blazer,vintage,sporty,sporty,sporty,1
t-shirt,trousers,sweater,sporty,streetwear,casual,sporty,0
shirt,skirt,hoodie,streetwear,streetwear,sporty,streetwear,1
t-shirt,legging,jacket,vintage,vintage,formal,vintage,1
t-shirt,jogger,sweater,vintage,casual,casual,vintage,0
shirt,legging,jacket,casual,formal,casual,casual,1
shirt,jeans,hoodie,vintage,formal,vintage,casual,0
dress,none,hoodie,vintage,casual,streetwear,streetwear,0
t-shirt,legging,blazer,streetwear,streetwear,sporty,sporty,0
shirt,shorts,blazer,formal,casual,streetwear,casual,0
shirt,skirt,sweater,vintage,vintage,casual,sporty,0
shirt,trousers,jacket,casual,casual,casual,casual,1
t-shirt,skirt,coat,sporty,sporty,casual,vintage,0
dress,none,blazer,streetwear,casual,streetwear,casual,0
t-shirt,cargo,sweater,casual,casual,streetwear,casual,1
shirt,skirt,hoodie,streetwear,vintage,streetwear,streetwear,1
shirt,legging,coat,vintage,formal,streetwear,formal,0
shirt,cargo,jacket,sporty,vintage,vintage,casual,0
t-shirt,shorts,hoodie,vintage,streetwear,streetwear,streetwear,1
shirt,trousers,sweater,streetwear,sporty,streetwear,streetwear,1
t-shirt,legging,blazer,casual,streetwear,casual,casual,1
shirt,shorts,hoodie,sporty,streetwear,streetwear,streetwear,1
shirt,trousers,jacket,formal,sporty,streetwear,streetwear,0
shirt,trousers,coat,vintage,vintage,formal,casual,0
t-shirt,jeans,blazer,streetwear,vintage,streetwear,formal,0
t-shirt,legging,jacket,vintage,sporty,vintage,vintage,1
t-shirt,skirt,hoodie,casual,sporty,casual,casual,1
t-shirt,shorts,blazer,formal,sporty,casual,casual,0
t-shirt,jeans,blazer,vintage,casual,vintage,vintage,1
t-shirt,skirt,blazer,sporty,sporty,formal,sporty,1
shirt,cargo,coat,sporty,formal,sporty,sporty,1
shirt,jogger,coat,formal,casual,casual,casual,1
shirt,shorts,blazer,sporty,sporty,formal,sporty,1
shirt,legging,sweater,sporty,casual,sporty,sporty,1
shirt,jogger,hoodie,streetwear,casual,streetwear,streetwear,1
t-shirt,trousers,coat,vintage,vintage,casual,streetwear,0
shirt,trousers,hoodie,vintage,vintage,vintage,casual,0
shirt,jeans,hoodie,sporty,casual,vintage,vintage,0
t-shirt,jogger,coat,vintage,formal,sporty,formal,0
t-shirt,jeans,jacket,sporty,casual,casual,casual,1
shirt,shorts,coat,casual,formal,formal,formal,1
t-shirt,legging,sweater,streetwear,vintage,streetwear,streetwear,1
t-shirt,skirt,hoodie,streetwear,streetwear,formal,streetwear,1
t-shirt,jogger,jacket,vintage,sporty,sporty,sporty,1
shirt,jogger,blazer,vintage,streetwear,streetwear,casual,0
t-shirt,jogger,jacket,vintage,vintage,streetwear,sporty,0
t-shirt,skirt,blazer,sporty,vintage,vintage,vintage,1
t-shirt,skirt,hoodie,streetwear,vintage,vintage,vintage,1
dress,none,sweater,streetwear,casual,casual,casual,1
t-shirt,shorts,coat,casual,casual,casual,casual,1
shirt,skirt,blazer,vintage,vintage,vintage,vintage,1
shirt,trousers,jacket,vintage,formal,streetwear,formal,0
shirt,legging,sweater,streetwear,sporty,vintage,streetwear,0
shirt,cargo,jacket,sporty,streetwear,streetwear,streetwear,1
t-shirt,shorts,coat,sporty,formal,sporty,sporty,1
shirt,trousers,coat,streetwear,formal,formal,formal,1
t-shirt,shorts,coat,formal,sporty,sporty,sporty,1
shirt,cargo,jacket,sporty,casual,sporty,vintage,0
shirt,cargo,sweater,sporty,formal,sporty,casual,0
shirt,skirt,blazer,vintage,vintage,streetwear,vintage,1
t-shirt,skirt,sweater,vintage,vintage,vintage,vintage,1
shirt,legging,blazer,formal,sporty,sporty,streetwear,0
shirt,cargo,blazer,casual,formal,casual,streetwear,0
t-shirt,legging,hoodie,streetwear,streetwear,formal,casual,0
t-shirt,cargo,blazer,sporty,sporty,formal,vintage,0
shirt,trousers,coat,streetwear,casual,casual,casual,1
t-shirt,jogger,jacket,formal,casual,casual,casual,1
shirt,shorts,hoodie,sporty,casual,formal,casual,0
t-shirt,skirt,hoodie,sporty,sporty,vintage,sporty,1
shirt,legging,jacket,casual,vintage,vintage,vintage,1
shirt,shorts,coat,vintage,vintage,casual,vintage,1
t-shirt,jogger,sweater,formal,streetwear,formal,formal,1
t-shirt,cargo,hoodie,formal,sporty,sporty,vintage,0
shirt,skirt,jacket,formal,casual,casual,casual,1
t-shirt,legging,jacket,streetwear,casual,streetwear,streetwear,1
t-shirt,jeans,hoodie,formal,formal,streetwear,casual,0
shirt,jeans,blazer,formal,formal,streetwear,formal,1
t-shirt,legging,sweater,casual,casual,streetwear,formal,0
t-shirt,shorts,sweater,sporty,sporty,formal,streetwear,0
t-shirt,shorts,coat,formal,formal,formal,sporty,0
shirt,legging,hoodie,casual,casual,streetwear,casual,1
shirt,jogger,hoodie,casual,formal,formal,formal,1
t-shirt,skirt,jacket,sporty,casual,casual,vintage,0
t-shirt,legging,hoodie,casual,sporty,sporty,sporty,1
shirt,trousers,hoodie,casual,casual,casual,casual,1
shirt,trousers,coat,casual,casual,streetwear,casual,1
shirt,trousers,sweater,vintage,vintage,casual,streetwear,0
shirt,jeans,sweater,formal,streetwear,formal,vintage,0
t-shirt,cargo,coat,sporty,casual,sporty,sporty,1
shirt,legging,jacket,casual,formal,formal,formal,1
shirt,cargo,sweater,sporty,vintage,vintage,vintage,1
shirt,jeans,blazer,streetwear,vintage,streetwear,casual,0
shirt,cargo,hoodie,vintage,vintage,formal,vintage,1
t-shirt,shorts,hoodie,sporty,casual,casual,sporty,0
t-shirt,legging,coat,casual,formal,streetwear,casual,0
t-shirt,trousers,hoodie,streetwear,casual,streetwear,formal,0
t-shirt,skirt,sweater,streetwear,formal,formal,formal,1
t-shirt,skirt,hoodie,formal,formal,sporty,streetwear,0
shirt,jogger,jacket,formal,streetwear,formal,formal,1
t-shirt,cargo,jacket,formal,casual,formal,vintage,0
shirt,jeans,sweater,sporty,sporty,casual,sporty,1
shirt,shorts,sweater,vintage,sporty,formal,vintage,0
shirt,skirt,sweater,casual,vintage,sporty,vintage,0
shirt,jeans,sweater,formal,vintage,formal,formal,1
shirt,shorts,coat,formal,sporty,streetwear,streetwear,0
t-shirt,jogger,blazer,casual,casual,formal,casual,1
t-shirt,trousers,jacket,formal,formal,sporty,vintage,0
t-shirt,legging,coat,formal,casual,streetwear,streetwear,0
t-shirt,skirt,coat,casual,formal,formal,casual,0
dress,none,sweater,vintage,vintage,formal,vintage,1
shirt,jogger,sweater,sporty,streetwear,streetwear,streetwear,1
shirt,jeans,blazer,formal,sporty,formal,formal,1
shirt,skirt,blazer,sporty,sporty,vintage,sporty,1
shirt,skirt,blazer,vintage,sporty,sporty,streetwear,0
t-shirt,jeans,sweater,streetwear,streetwear,streetwear,streetwear,1
t-shirt,skirt,blazer,vintage,casual,casual,formal,0
t-shirt,trousers,sweater,casual,streetwear,casual,sporty,0
shirt,cargo,coat,formal,vintage,formal,formal,1
t-shirt,jogger,jacket,sporty,formal,formal,formal,1
shirt,jogger,coat,formal,sporty,sporty,sporty,1
shirt,jogger,jacket,streetwear,streetwear,formal,formal,0
t-shirt,trousers,sweater,formal,streetwear,streetwear,streetwear,1
t-shirt,cargo,coat,sporty,casual,formal,casual,0
shirt,jeans,blazer,streetwear,streetwear,streetwear,streetwear,1
t-shirt,jogger,coat,casual,formal,streetwear,casual,0
shirt,jogger,blazer,streetwear,streetwear,sporty,streetwear,1
shirt,cargo,jacket,casual,casual,streetwear,casual,1
shirt,skirt,hoodie,casual,casual,formal,formal,0
dress,none,hoodie,casual,vintage,streetwear,vintage,0
shirt,skirt,blazer,casual,vintage,casual,formal,0
shirt,legging,jacket,streetwear,casual,vintage,casual,0
dress,none,coat,vintage,sporty,sporty,formal,0
shirt,cargo,jacket,sporty,formal,formal,formal,1
t-shirt,jeans,blazer,casual,sporty,casual,casual,1
shirt,shorts,hoodie,casual,vintage,casual,casual,1
t-shirt,trousers,jacket,vintage,casual,vintage,vintage,1
shirt,shorts,jacket,casual,formal,sporty,sporty,0
dress,none,sweater,vintage,formal,streetwear,vintage,0
shirt,cargo,jacket,sporty,casual,casual,streetwear,0
shirt,trousers,jacket,vintage,vintage,sporty,casual,0
shirt,jogger,jacket,streetwear,sporty,sporty,sporty,1
shirt,jogger,hoodie,vintage,vintage,streetwear,vintage,1
shirt,legging,coat,vintage,streetwear,vintage,vintage,1
t-shirt,trousers,hoodie,casual,sporty,casual,casual,1
t-shirt,trousers,coat,casual,casual,sporty,formal,0
shirt,legging,blazer,streetwear,formal,streetwear,streetwear,1
shirt,jogger,jacket,formal,sporty,formal,formal,1
shirt,legging,sweater,sporty,sporty,casual,streetwear,0
t-shirt,legging,blazer,vintage,vintage,vintage,sporty,0
t-shirt,shorts,coat,streetwear,vintage,sporty,streetwear,0
t-shirt,shorts,blazer,streetwear,streetwear,casual,streetwear,1
t-shirt,trousers,sweater,sporty,formal,formal,formal,1
t-shirt,trousers,coat,streetwear,vintage,vintage,vintage,1
shirt,shorts,jacket,streetwear,casual,vintage,streetwear,0
t-shirt,skirt,coat,streetwear,vintage,casual,streetwear,0
shirt,jogger,blazer,formal,streetwear,streetwear,streetwear,1
t-shirt,shorts,coat,streetwear,streetwear,sporty,streetwear,1
t-shirt,jeans,hoodie,vintage,sporty,formal,sporty,0
shirt,skirt,blazer,casual,sporty,casual,casual,1
shirt,shorts,jacket,sporty,formal,casual,casual,0
t-shirt,jeans,hoodie,formal,sporty,formal,formal,1
shirt,cargo,blazer,streetwear,formal,vintage,vintage,0
t-shirt,jeans,blazer,vintage,vintage,streetwear,vintage,1
t-shirt,trousers,hoodie,vintage,sporty,sporty,sporty,1
t-shirt,trousers,hoodie,casual,formal,casual,casual,1
shirt,shorts,coat,sporty,casual,sporty,casual,0
shirt,cargo,hoodie,vintage,vintage,sporty,casual,0
t-shirt,shorts,coat,vintage,streetwear,vintage,vintage,1
shirt,trousers,jacket,formal,casual,casual,streetwear,0
t-shirt,legging,blazer,formal,casual,casual,casual,1
shirt,cargo,jacket,casual,streetwear,streetwear,streetwear,1
shirt,shorts,hoodie,vintage,streetwear,streetwear,casual,0
shirt,jeans,coat,casual,sporty,streetwear,streetwear,0
t-shirt,skirt,jacket,sporty,vintage,sporty,formal,0
dress,none,hoodie,vintage,sporty,streetwear,vintage,0
dress,none,sweater,sporty,vintage,casual,vintage,0
t-shirt,jogger,sweater,casual,casual,streetwear,casual,1
t-shirt,skirt,sweater,sporty,vintage,sporty,sporty,1
dress,none,sweater,vintage,streetwear,formal,vintage,0
shirt,trousers,blazer,formal,formal,streetwear,formal,1
t-shirt,legging,sweater,sporty,casual,sporty,streetwear,0
shirt,jogger,blazer,vintage,vintage,formal,vintage,1
shirt,shorts,sweater,formal,formal,vintage,streetwear,0
t-shirt,legging,jacket,vintage,formal,vintage,vintage,1
shirt,jeans,coat,formal,formal,formal,casual,0
t-shirt,skirt,blazer,streetwear,formal,streetwear,streetwear,1
shirt,legging,sweater,streetwear,casual,vintage,vintage,0
shirt,trousers,coat,formal,formal,streetwear,formal,1
shirt,cargo,sweater,sporty,vintage,casual,vintage,0
shirt,shorts,sweater,casual,streetwear,streetwear,vintage,0
t-shirt,jogger,sweater,sporty,vintage,vintage,formal,0
shirt,legging,coat,streetwear,vintage,casual,vintage,0
t-shirt,jogger,hoodie,formal,streetwear,formal,formal,1
shirt,skirt,sweater,vintage,vintage,streetwear,streetwear,0
dress,none,sweater,sporty,casual,casual,sporty,0
t-shirt,legging,hoodie,streetwear,streetwear,streetwear,streetwear,1
shirt,legging,jacket,formal,vintage,formal,formal,1
t-shirt,shorts,coat,vintage,sporty,sporty,casual,0
shirt,shorts,jacket,streetwear,formal,formal,formal,1
shirt,cargo,coat,sporty,formal,vintage,sporty,0
t-shirt,shorts,coat,streetwear,sporty,streetwear,streetwear,1
shirt,jeans,blazer,sporty,sporty,casual,sporty,1
shirt,skirt,coat,formal,streetwear,streetwear,streetwear,1
t-shirt,legging,blazer,streetwear,casual,casual,casual,1
shirt,trousers,sweater,vintage,vintage,formal,formal,0
dress,none,blazer,sporty,sporty,casual,casual,0
shirt,trousers,coat,vintage,vintage,casual,vintage,1
t-shirt,jogger,sweater,vintage,vintage,streetwear,casual,0
t-shirt,jogger,blazer,sporty,streetwear,sporty,sporty,1
shirt,jogger,sweater,vintage,sporty,vintage,vintage,1
shirt,legging,sweater,formal,sporty,streetwear,formal,0
shirt,trousers,hoodie,formal,casual,formal,formal,1
shirt,jeans,hoodie,sporty,sporty,sporty,sporty,1
t-shirt,trousers,jacket,vintage,vintage,vintage,vintage,1
t-shirt,trousers,blazer,vintage,streetwear,formal,vintage,0
t-shirt,shorts,jacket,streetwear,casual,streetwear,streetwear,1
t-shirt,trousers,jacket,formal,vintage,casual,vintage,0
shirt,skirt,jacket,formal,vintage,vintage,vintage,1
shirt,shorts,blazer,vintage,vintage,vintage,vintage,1
shirt,trousers,hoodie,streetwear,casual,sporty,sporty,0
shirt,skirt,sweater,sporty,casual,sporty,casual,0
t-shirt,cargo,hoodie,streetwear,casual,streetwear,streetwear,1
t-shirt,skirt,sweater,vintage,vintage,sporty,vintage,1
t-shirt,jogger,jacket,streetwear,vintage,streetwear,streetwear,1
t-shirt,shorts,hoodie,formal,formal,sporty,formal,1
shirt,cargo,hoodie,vintage,casual,casual,casual,1
dress,none,coat,streetwear,streetwear,streetwear,streetwear,1
shirt,legging,jacket,vintage,vintage,streetwear,vintage,1
shirt,jeans,sweater,streetwear,casual,streetwear,casual,0
t-shirt,skirt,sweater,sporty,streetwear,streetwear,vintage,0
t-shirt,jeans,coat,casual,formal,casual,vintage,0
dress,none,hoodie,casual,casual,vintage,formal,0
t-shirt,skirt,jacket,sporty,sporty,streetwear,streetwear,0
dress,none,hoodie,sporty,formal,sporty,sporty,1
shirt,shorts,coat,formal,sporty,formal,casual,0
shirt,legging,hoodie,streetwear,sporty,sporty,streetwear,0
t-shirt,shorts,coat,streetwear,streetwear,formal,casual,0
shirt,cargo,jacket,vintage,formal,streetwear,vintage,0
t-shirt,jogger,sweater,vintage,formal,sporty,vintage,0
shirt,jogger,jacket,streetwear,casual,formal,casual,0
shirt,trousers,hoodie,sporty,streetwear,sporty,vintage,0
dress,none,coat,casual,casual,vintage,casual,1
shirt,jogger,coat,formal,vintage,streetwear,formal,0
t-shirt,skirt,jacket,formal,formal,vintage,formal,1
shirt,jeans,hoodie,formal,streetwear,formal,sporty,0
t-shirt,skirt,jacket,sporty,sporty,casual,streetwear,0
t-shirt,legging,coat,vintage,vintage,formal,formal,0
shirt,legging,coat,streetwear,formal,vintage,formal,0
t-shirt,skirt,jacket,casual,streetwear,casual,casual,1
shirt,jogger,jacket,sporty,streetwear,streetwear,formal,0
t-shirt,cargo,coat,vintage,vintage,sporty,sporty,0
t-shirt,trousers,blazer,casual,formal,formal,formal,1
shirt,skirt,jacket,casual,vintage,streetwear,streetwear,0
shirt,cargo,jacket,vintage,streetwear,sporty,sporty,0
shirt,skirt,sweater,sporty,formal,sporty,sporty,1
t-shirt,cargo,sweater,casual,sporty,casual,casual,1
shirt,jogger,jacket,formal,formal,formal,sporty,0
shirt,jeans,coat,formal,streetwear,sporty,streetwear,0
shirt,legging,jacket,sporty,streetwear,streetwear,streetwear,1
shirt,shorts,blazer,sporty,streetwear,streetwear,streetwear,1
t-shirt,jeans,hoodie,vintage,sporty,streetwear,streetwear,0
shirt,cargo,hoodie,streetwear,streetwear,streetwear,vintage,0
shirt,trousers,hoodie,streetwear,casual,streetwear,streetwear,1
shirt,legging,hoodie,vintage,vintage,sporty,vintage,1
t-shirt,shorts,sweater,vintage,formal,formal,formal,1
shirt,trousers,blazer,formal,streetwear,streetwear,vintage,0
shirt,jeans,jacket,casual,streetwear,streetwear,casual,0
shirt,skirt,coat,casual,streetwear,streetwear,streetwear,1
t-shirt,jeans,coat,formal,formal,vintage,formal,1
t-shirt,jogger,coat,formal,formal,formal,formal,1
shirt,jogger,jacket,vintage,vintage,sporty,vintage,1
t-shirt,trousers,blazer,vintage,sporty,vintage,vintage,1
shirt,jogger,coat,sporty,vintage,vintage,streetwear,0
shirt,skirt,coat,sporty,formal,sporty,sporty,1
t-shirt,jeans,coat,vintage,sporty,sporty,casual,0
shirt,skirt,jacket,casual,sporty,casual,casual,1
shirt,legging,sweater,sporty,vintage,vintage,vintage,1
t-shirt,legging,coat,vintage,streetwear,formal,formal,0
shirt,cargo,jacket,formal,vintage,vintage,vintage,1
shirt,cargo,hoodie,formal,formal,formal,formal,1
shirt,cargo,hoodie,vintage,vintage,casual,sporty,0
t-shirt,jogger,hoodie,vintage,vintage,vintage,vintage,1
shirt,jeans,sweater,casual,formal,formal,vintage,0
shirt,trousers,hoodie,casual,sporty,sporty,formal,0
shirt,shorts,jacket,vintage,vintage,casual,vintage,1
t-shirt,jogger,jacket,casual,casual,casual,vintage,0
t-shirt,skirt,sweater,streetwear,casual,vintage,vintage,0
t-shirt,jogger,hoodie,sporty,vintage,vintage,vintage,1
t-shirt,cargo,blazer,formal,sporty,formal,casual,0
shirt,jogger,sweater,formal,formal,streetwear,formal,1
shirt,shorts,blazer,vintage,casual,casual,casual,1
t-shirt,trousers,coat,formal,formal,sporty,streetwear,0
shirt,legging,coat,casual,sporty,sporty,vintage,0
t-shirt,trousers,sweater,formal,sporty,formal,streetwear,0
shirt,shorts,sweater,sporty,vintage,casual,sporty,0
shirt,shorts,blazer,sporty,casual,casual,casual,1
shirt,shorts,jacket,vintage,formal,formal,formal,1
t-shirt,legging,blazer,sporty,sporty,sporty,sporty,1
t-shirt,jogger,hoodie,sporty,sporty,streetwear,sporty,1
t-shirt,skirt,sweater,streetwear,formal,formal,vintage,0
shirt,skirt,hoodie,sporty,streetwear,sporty,sporty,1
t-shirt,skirt,hoodie,vintage,casual,vintage,casual,0
shirt,jogger,sweater,vintage,sporty,vintage,sporty,0
t-shirt,jogger,coat,vintage,streetwear,formal,formal,0
t-shirt,jeans,hoodie,sporty,casual,streetwear,sporty,0
t-shirt,trousers,blazer,vintage,streetwear,vintage,vintage,1
shirt,skirt,jacket,formal,sporty,streetwear,sporty,0
shirt,cargo,coat,casual,sporty,formal,sporty,0
t-shirt,trousers,jacket,vintage,formal,formal,formal,1
t-shirt,jeans,jacket,sporty,vintage,sporty,sporty,1
dress,none,sweater,sporty,streetwear,formal,sporty,0
t-shirt,jeans,coat,casual,casual,casual,vintage,0
t-shirt,trousers,coat,sporty,formal,formal,vintage,0
shirt,jeans,sweater,formal,streetwear,formal,formal,1
t-shirt,cargo,jacket,formal,casual,casual,casual,1
shirt,skirt,coat,sporty,casual,formal,formal,0
shirt,skirt,coat,streetwear,casual,formal,formal,0
shirt,skirt,coat,vintage,vintage,formal,vintage,1
shirt,cargo,hoodie,casual,casual,vintage,casual,1
shirt,cargo,jacket,vintage,vintage,sporty,vintage,1
t-shirt,skirt,jacket,vintage,sporty,vintage,vintage,1
dress,none,blazer,sporty,sporty,formal,vintage,0
t-shirt,jeans,jacket,formal,casual,casual,vintage,0
shirt,shorts,jacket,streetwear,casual,casual,streetwear,0
t-shirt,cargo,jacket,sporty,sporty,streetwear,sporty,1
t-shirt,skirt,hoodie,formal,sporty,sporty,formal,0
t-shirt,shorts,sweater,sporty,sporty,formal,sporty,1
shirt,shorts,jacket,casual,casual,streetwear,casual,1
shirt,shorts,jacket,casual,casual,streetwear,vintage,0
shirt,shorts,jacket,formal,formal,casual,sporty,0
shirt,jogger,sweater,sporty,sporty,casual,sporty,1
shirt,cargo,hoodie,casual,formal,casual,formal,0
shirt,trousers,blazer,streetwear,streetwear,sporty,streetwear,1
t-shirt,cargo,jacket,casual,vintage,casual,streetwear,0
shirt,trousers,coat,casual,casual,vintage,casual,1
t-shirt,cargo,blazer,formal,casual,streetwear,streetwear,0
t-shirt,jogger,coat,sporty,formal,formal,vintage,0
t-shirt,skirt,jacket,streetwear,streetwear,formal,vintage,0
dress,none,hoodie,sporty,streetwear,formal,formal,0
shirt,shorts,blazer,formal,formal,streetwear,formal,1
t-shirt,shorts,jacket,streetwear,vintage,vintage,vintage,1
t-shirt,jeans,jacket,sporty,vintage,formal,formal,0
shirt,legging,hoodie,formal,formal,sporty,formal,1
shirt,jeans,coat,sporty,casual,casual,streetwear,0
shirt,legging,blazer,streetwear,streetwear,vintage,formal,0
t-shirt,legging,jacket,vintage,sporty,sporty,sporty,1
t-shirt,skirt,jacket,formal,casual,vintage,vintage,0
dress,none,hoodie,vintage,casual,casual,casual,1
shirt,legging,hoodie,streetwear,sporty,streetwear,streetwear,1
t-shirt,jogger,coat,streetwear,formal,streetwear,streetwear,1
t-shirt,jeans,sweater,vintage,streetwear,streetwear,formal,0
shirt,cargo,jacket,vintage,sporty,sporty,streetwear,0
shirt,skirt,sweater,casual,sporty,casual,casual,1
shirt,jogger,blazer,vintage,casual,casual,casual,1
shirt,legging,coat,formal,vintage,sporty,formal,0
t-shirt,trousers,coat,casual,sporty,sporty,vintage,0
dress,none,blazer,vintage,vintage,casual,streetwear,0
shirt,legging,sweater,formal,casual,casual,casual,1
t-shirt,jogger,blazer,formal,vintage,formal,sporty,0
t-shirt,jeans,jacket,sporty,sporty,streetwear,sporty,1
t-shirt,jogger,blazer,formal,formal,sporty,formal,1
t-shirt,jeans,sweater,vintage,formal,streetwear,vintage,0
shirt,shorts,blazer,sporty,sporty,formal,formal,0
shirt,legging,jacket,formal,sporty,formal,formal,1
t-shirt,skirt,sweater,formal,formal,vintage,vintage,0
t-shirt,trousers,coat,sporty,sporty,sporty,sporty,1
t-shirt,shorts,hoodie,sporty,sporty,streetwear,sporty,1
shirt,trousers,hoodie,streetwear,formal,formal,formal,1
shirt,trousers,sweater,vintage,streetwear,sporty,vintage,0
t-shirt,trousers,hoodie,formal,casual,vintage,casual,0
shirt,trousers,blazer,sporty,streetwear,sporty,sporty,1
t-shirt,shorts,blazer,formal,sporty,sporty,streetwear,0
shirt,cargo,sweater,streetwear,streetwear,casual,streetwear,1
dress,none,jacket,streetwear,streetwear,streetwear,streetwear,1
dress,none,sweater,casual,vintage,casual,vintage,0
t-shirt,shorts,jacket,formal,streetwear,formal,formal,1
t-shirt,legging,blazer,casual,vintage,vintage,casual,0
shirt,skirt,coat,streetwear,casual,sporty,sporty,0
dress,none,coat,streetwear,sporty,casual,casual,0
t-shirt,jeans,hoodie,formal,formal,casual,formal,1
shirt,jeans,blazer,casual,casual,formal,formal,0
t-shirt,jogger,coat,vintage,streetwear,streetwear,streetwear,1
shirt,shorts,hoodie,formal,vintage,vintage,formal,0
t-shirt,legging,coat,formal,sporty,formal,formal,1
t-shirt,legging,jacket,vintage,formal,casual,vintage,0
shirt,legging,coat,streetwear,vintage,casual,casual,0
shirt,legging,jacket,vintage,sporty,sporty,vintage,0
shirt,jeans,sweater,casual,formal,casual,casual,1
shirt,jeans,jacket,formal,formal,streetwear,sporty,0
shirt,jogger,sweater,casual,formal,formal,formal,1
shirt,shorts,coat,vintage,sporty,sporty,sporty,1
t-shirt,jeans,coat,formal,vintage,vintage,vintage,1
t-shirt,trousers,blazer,vintage,formal,formal,formal,1
shirt,shorts,hoodie,streetwear,casual,casual,casual,1
shirt,jogger,jacket,vintage,formal,formal,formal,1
dress,none,blazer,streetwear,streetwear,vintage,streetwear,1
shirt,legging,coat,sporty,sporty,vintage,sporty,1
shirt,jeans,hoodie,casual,streetwear,casual,vintage,0
dress,none,jacket,casual,vintage,formal,formal,0
t-shirt,jeans,sweater,sporty,casual,casual,casual,1
shirt,jeans,sweater,streetwear,sporty,casual,streetwear,0
t-shirt,jeans,blazer,formal,formal,sporty,formal,1
t-shirt,shorts,blazer,formal,casual,formal,casual,0
t-shirt,trousers,coat,vintage,casual,vintage,vintage,1
shirt,legging,coat,casual,streetwear,casual,sporty,0
t-shirt,shorts,coat,streetwear,streetwear,vintage,streetwear,1
shirt,jeans,hoodie,casual,casual,vintage,casual,1
t-shirt,jogger,blazer,sporty,sporty,streetwear,sporty,1
shirt,cargo,jacket,sporty,sporty,sporty,sporty,1
t-shirt,shorts,blazer,sporty,sporty,casual,sporty,1
shirt,jeans,hoodie,vintage,sporty,vintage,casual,0
t-shirt,shorts,blazer,casual,streetwear,casual,sporty,0
t-shirt,skirt,blazer,formal,streetwear,vintage,formal,0
t-shirt,cargo,coat,sporty,streetwear,formal,sporty,0
t-shirt,jeans,coat,vintage,vintage,casual,vintage,1
t-shirt,cargo,coat,casual,sporty,casual,casual,1
shirt,cargo,blazer,sporty,vintage,sporty,sporty,1
t-shirt,jogger,coat,vintage,vintage,formal,vintage,1
shirt,shorts,jacket,vintage,casual,vintage,casual,0
t-shirt,jogger,sweater,formal,vintage,vintage,vintage,1
shirt,jogger,jacket,vintage,vintage,vintage,vintage,1
t-shirt,cargo,sweater,formal,formal,vintage,formal,1
dress,none,blazer,sporty,formal,formal,casual,0
shirt,cargo,hoodie,vintage,casual,vintage,casual,0
t-shirt,skirt,blazer,vintage,sporty,vintage,formal,0
shirt,jeans,blazer,vintage,streetwear,vintage,formal,0
shirt,jogger,coat,sporty,sporty,formal,sporty,1
shirt,jogger,jacket,sporty,sporty,formal,formal,0
t-shirt,shorts,blazer,casual,streetwear,formal,formal,0
t-shirt,shorts,jacket,formal,vintage,vintage,sporty,0
shirt,trousers,hoodie,casual,sporty,sporty,sporty,1
shirt,trousers,blazer,sporty,casual,casual,casual,1
shirt,skirt,blazer,casual,formal,formal,formal,1
t-shirt,skirt,jacket,sporty,streetwear,sporty,streetwear,0
t-shirt,jeans,sweater,vintage,vintage,vintage,vintage,1
shirt,jogger,coat,sporty,casual,casual,sporty,0
shirt,trousers,blazer,sporty,formal,streetwear,formal,0
t-shirt,trousers,coat,streetwear,sporty,streetwear,streetwear,1
shirt,cargo,coat,casual,streetwear,casual,casual,1
shirt,legging,sweater,formal,formal,vintage,formal,1
shirt,trousers,coat,streetwear,vintage,streetwear,streetwear,1
shirt,legging,jacket,streetwear,casual,formal,formal,0
t-shirt,shorts,jacket,sporty,formal,formal,formal,1
t-shirt,trousers,blazer,casual,casual,vintage,casual,1
shirt,jeans,blazer,streetwear,formal,streetwear,streetwear,1
t-shirt,shorts,blazer,sporty,vintage,vintage,vintage,1
t-shirt,cargo,hoodie,casual,formal,casual,casual,1
shirt,skirt,jacket,streetwear,casual,vintage,vintage,0
t-shirt,legging,jacket,sporty,vintage,sporty,sporty,1
shirt,shorts,jacket,streetwear,casual,casual,casual,1
shirt,skirt,blazer,vintage,vintage,sporty,sporty,0
shirt,legging,jacket,casual,casual,sporty,casual,1
t-shirt,trousers,blazer,formal,formal,streetwear,vintage,0
t-shirt,trousers,coat,sporty,vintage,vintage,casual,0
t-shirt,shorts,jacket,casual,formal,formal,formal,1
t-shirt,legging,sweater,vintage,formal,formal,casual,0
shirt,jeans,coat,formal,formal,casual,formal,1
shirt,trousers,sweater,casual,formal,formal,sporty,0
shirt,jeans,coat,streetwear,casual,streetwear,vintage,0
shirt,trousers,sweater,vintage,formal,vintage,vintage,1
shirt,cargo,jacket,formal,formal,vintage,formal,1
t-shirt,cargo,jacket,vintage,streetwear,vintage,vintage,1
t-shirt,jeans,sweater,casual,formal,formal,formal,1
t-shirt,trousers,jacket,casual,formal,formal,formal,1
t-shirt,trousers,sweater,streetwear,streetwear,vintage,streetwear,1
shirt,jeans,hoodie,sporty,streetwear,streetwear,vintage,0
shirt,legging,coat,vintage,sporty,sporty,casual,0
t-shirt,trousers,jacket,formal,sporty,formal,formal,1
t-shirt,legging,sweater,casual,sporty,formal,formal,0
